Repository,Stars,Contributor,Location
SWE-agent,14309,SWE-agent,"Tokyo, Japan"
SWE-agent,14309,SWE-agent,Tokyo
SWE-agent,14309,SWE-agent,Paris
SWE-agent,14309,SWE-agent,India
SWE-agent,14309,SWE-agent,"Minneapolis, St. Paul Minnesota"
SWE-agent,14309,SWE-agent,"Kyiv, Ukraine"
SWE-agent,14309,SWE-agent,London
SWE-agent,14309,SWE-agent,"Dublin, Ireland"
SWE-agent,14309,SWE-agent,Prague
SWE-agent,14309,SWE-agent,Indianapolis
SWE-agent,14309,SWE-agent,"London, UK"
letta,14249,letta-ai,"San Francisco, CA"
letta,14249,letta-ai,"Berkeley, CA"
letta,14249,letta-ai,"Berkeley, CA"
letta,14249,letta-ai,"Berkeley, CA"
letta,14249,letta-ai,Germany
letta,14249,letta-ai,"Jersey City, New Jersey, United States"
letta,14249,letta-ai,Berkeley
letta,14249,letta-ai,Königswinter
letta,14249,letta-ai,NYC
letta,14249,letta-ai,San Jose
letta,14249,letta-ai,Germany
letta,14249,letta-ai,BeiJing
letta,14249,letta-ai,"San Francisco, California, USA"
letta,14249,letta-ai,San Francisco
letta,14249,letta-ai,Philly
letta,14249,letta-ai,Online
letta,14249,letta-ai,San Francisco
letta,14249,letta-ai,"Tokyo, Japan"
letta,14249,letta-ai,Lyon
letta,14249,letta-ai,New Delhi
dvc,14120,iterative,Ukraine
dvc,14120,iterative,Nepal
dvc,14120,iterative,"Seoul, KR"
dvc,14120,iterative,"San Francisco Bay Area, CA"
dvc,14120,iterative,"London, UK"
dvc,14120,iterative,Autocaravana
dvc,14120,iterative,San Francisco
dvc,14120,iterative,Somewhere in southern Turkey
dvc,14120,iterative,Earth
dvc,14120,iterative,Lisbon
dvc,14120,iterative,Bristol
dvc,14120,iterative,"Stockholm, Sweden"
dvc,14120,iterative,Almaty
dvc,14120,iterative,"Limassol, Cyprus"
dvc,14120,iterative,"Hyderabad, India"
dvc,14120,iterative,"Kyiv, Ukraine - Warsaw, Poland"
dvc,14120,iterative,"Fairfax, VA"
dvc,14120,iterative,"Pune, India"
dvc,14120,iterative,Chile
dvc,14120,iterative,Nashville
pandas-ai,14071,sinaptik-ai,World
pandas-ai,14071,sinaptik-ai,"Munich, Germany"
pandas-ai,14071,sinaptik-ai,"Dublin, Ireland"
pandas-ai,14071,sinaptik-ai,São José do Rio Preto/SP - Brazil
pandas-ai,14071,sinaptik-ai,"Lausanne, Switzerland"
pandas-ai,14071,sinaptik-ai,Germany
pandas-ai,14071,sinaptik-ai,Islamabad
pandas-ai,14071,sinaptik-ai,"Porto Alegre, Brazil"
pandas-ai,14071,sinaptik-ai,India
pandas-ai,14071,sinaptik-ai,"Maharashtra , India"
pandas-ai,14071,sinaptik-ai,Brazil
pandas-ai,14071,sinaptik-ai,Mumbai 
pandas-ai,14071,sinaptik-ai,United states
pandas-ai,14071,sinaptik-ai,"Menlo Park, CA"
pandas-ai,14071,sinaptik-ai,"London, UK"
awesome-ai-agents,13829,e2b-dev,Canada
awesome-ai-agents,13829,e2b-dev,"Jakarta, Indonesia"
awesome-ai-agents,13829,e2b-dev,Tel Aviv
awesome-ai-agents,13829,e2b-dev,Berlin
awesome-ai-agents,13829,e2b-dev,NYC
awesome-ai-agents,13829,e2b-dev,China
awesome-ai-agents,13829,e2b-dev,"Melbourne, Australia"
awesome-ai-agents,13829,e2b-dev,"Montreal, QC"
awesome-ai-agents,13829,e2b-dev,Shenzhen
awesome-ai-agents,13829,e2b-dev,"Pittsburgh, PA"
awesome-ai-agents,13829,e2b-dev,"San Francisco, CA"
awesome-ai-agents,13829,e2b-dev,"Cambridge, UK"
awesome-ai-agents,13829,e2b-dev,California
awesome-ai-agents,13829,e2b-dev,"Hong Kong, SAR"
awesome-ai-agents,13829,e2b-dev,"Rosendale, NY"
awesome-ai-agents,13829,e2b-dev,Israel
awesome-ai-agents,13829,e2b-dev,"Austin, TX"
awesome-ai-agents,13829,e2b-dev,"New York, NY"
draw-a-ui,13394,SawyerHood,Warsaw
draw-a-ui,13394,SawyerHood,localhost:3000
draw-a-ui,13394,SawyerHood,Japan
botpress,13134,botpress,"Quebec, Qc"
botpress,13134,botpress,"Montreal, QC"
botpress,13134,botpress,"Montreal, QC"
botpress,13134,botpress,"Québec, Canada"
botpress,13134,botpress,"Quebec City, Canada"
botpress,13134,botpress,"Québec City, Canada"
botpress,13134,botpress,"Brazil, Cricicuma"
botpress,13134,botpress,Earth
botpress,13134,botpress,"Cairo, Egypt"
botpress,13134,botpress,"Tokyo, Japan"
botpress,13134,botpress,"Nagpur, India"
botpress,13134,botpress,Costa Rica
botpress,13134,botpress,San Francisco
dalai,13094,cocktailpeanut,New York
dalai,13094,cocktailpeanut,Vancouver
dalai,13094,cocktailpeanut,Germany
dalai,13094,cocktailpeanut,"Paris, France"
dalai,13094,cocktailpeanut,Canada
dalai,13094,cocktailpeanut,Paris
dalai,13094,cocktailpeanut,San Francisco
dalai,13094,cocktailpeanut,The Matrix
dalai,13094,cocktailpeanut,"Kirkland, WA"
dalai,13094,cocktailpeanut,"Tokyo, Japan"
dalai,13094,cocktailpeanut,"Oslo, Norway"
dalai,13094,cocktailpeanut,Norway
vanna,12901,vanna-ai,"Brooklyn, NY"
vanna,12901,vanna-ai,"Trondheim, Norway"
vanna,12901,vanna-ai,"Paris, France"
vanna,12901,vanna-ai,London
vanna,12901,vanna-ai,New York
vanna,12901,vanna-ai,None
vanna,12901,vanna-ai,"Chicago, IL"
vanna,12901,vanna-ai,Jordan
vanna,12901,vanna-ai,Brazil 🇧🇷
vanna,12901,vanna-ai,Italy
vanna,12901,vanna-ai,"Bangalore, India"
vanna,12901,vanna-ai,"Chengdu, China"
vanna,12901,vanna-ai,Singapore
plate,12851,udecode,Brussels
plate,12851,udecode,China
plate,12851,udecode,"Phoenix, Arizona"
plate,12851,udecode,"Belarus, Minsk"
plate,12851,udecode,Remote
plate,12851,udecode,"Dhaka, Bangladesh"
plate,12851,udecode,Belgrade
plate,12851,udecode,"Chongqing,China"
plate,12851,udecode,"Barcelona, Spain"
plate,12851,udecode,Los Angeles
plate,12851,udecode,Cambodia
plate,12851,udecode,Slovenia
plate,12851,udecode,Prague / CZ
plate,12851,udecode,Budapest
plate,12851,udecode,Paris
plate,12851,udecode,San Francisco / London
plate,12851,udecode,"British Columbia, Canada"
plate,12851,udecode,"Mandi, H.P."
plate,12851,udecode,"Gold Coast, Australia"
awesome-mlops,12839,visenger,"Berlin, Germany "
awesome-mlops,12839,visenger,Tiny Spot on Earth
awesome-mlops,12839,visenger,Dublin and Bangkok
awesome-mlops,12839,visenger,"Bangalore, Karnataka"
awesome-mlops,12839,visenger,"Ilmenau, Germany"
awesome-mlops,12839,visenger,127.0.0.1
awesome-mlops,12839,visenger,Netherlands
awesome-mlops,12839,visenger,Bay Area
awesome-mlops,12839,visenger,"Berlin, Germany"
awesome-mlops,12839,visenger,"Warsaw, Poland"
awesome-mlops,12839,visenger,Switzerland
awesome-mlops,12839,visenger,Münster
awesome-mlops,12839,visenger,"Berlin, Germany"
awesome-mlops,12839,visenger,Israel
awesome-mlops,12839,visenger,Bangalore
awesome-mlops,12839,visenger,Hamburg
awesome-mlops,12839,visenger,"Dayton, Ohio"
awesome-mlops,12839,visenger,Switzerland
awesome-mlops,12839,visenger,"Boston, MA"
awesome-mlops,12839,visenger,San Francisco
awesome-mlops,12839,visenger,India
awesome-mlops,12839,visenger,Seattle
ml-engineering,12591,stas00,"BC, Canada"
ml-engineering,12591,stas00,"Columbus, OH"
ml-engineering,12591,stas00,"Trento, Italy"
ml-engineering,12591,stas00,São Paulo
ml-engineering,12591,stas00,ChengDu
ml-engineering,12591,stas00,"Chicago, IL"
ml-engineering,12591,stas00,Beijing
ml-engineering,12591,stas00,London
ml-engineering,12591,stas00,"Hanoi, Vietnam"
ml-engineering,12591,stas00,Paris
ml-engineering,12591,stas00,"Cambridge, MA"
ml-engineering,12591,stas00,"Fort Collins, CO"
ml-engineering,12591,stas00,Beijing
ml-engineering,12591,stas00,Hong Kong SAR
ml-engineering,12591,stas00,Denmark
ml-engineering,12591,stas00,San Francisco
ml-engineering,12591,stas00,Toronto
ml-engineering,12591,stas00,Bari
ml-engineering,12591,stas00,"Beijing, China"
ml-engineering,12591,stas00,"Hickory, NC"
AISystem,12062,chenzomi12,China
AISystem,12062,chenzomi12,China
AISystem,12062,chenzomi12,beijing
AISystem,12062,chenzomi12,广州
AISystem,12062,chenzomi12,Chicago
AISystem,12062,chenzomi12,Beijing
AISystem,12062,chenzomi12,Shanghai
AISystem,12062,chenzomi12,"Peking, China"
AISystem,12062,chenzomi12,China
AISystem,12062,chenzomi12,"Beijing, China"
AISystem,12062,chenzomi12,"Ann Arbor, US"
MidJourney-Styles-and-Keywords-Reference,12047,willwulfken,United States
MidJourney-Styles-and-Keywords-Reference,12047,willwulfken,"Boulder, CO"
MidJourney-Styles-and-Keywords-Reference,12047,willwulfken,"Orange County, CA"
MidJourney-Styles-and-Keywords-Reference,12047,willwulfken,"New York, NY"
carla,11960,carla-simulator,Munich
carla,11960,carla-simulator,Munich
carla,11960,carla-simulator,Montreal
carla,11960,carla-simulator,Vitoria-Gasteiz
carla,11960,carla-simulator,"Barcelona, Spain"
carla,11960,carla-simulator,Barcelona
carla,11960,carla-simulator,"Bengaluru, India"
carla,11960,carla-simulator,Barcelona
carla,11960,carla-simulator,Spain
carla,11960,carla-simulator,"Santa Clara, CA"
carla,11960,carla-simulator,Barcelona
carla,11960,carla-simulator,"València, Spain"
screenpipe,11916,mediar-ai,San Francisco
screenpipe,11916,mediar-ai,San Francisco
screenpipe,11916,mediar-ai,"St. Louis, Mo"
screenpipe,11916,mediar-ai,"Las Vegas, NV"
screenpipe,11916,mediar-ai,India
screenpipe,11916,mediar-ai,Brazil
screenpipe,11916,mediar-ai,"France, Toulouse"
screenpipe,11916,mediar-ai,"Tokyo, Japan"
screenpipe,11916,mediar-ai,"Umuahia, Nigeria"
screenpipe,11916,mediar-ai,"Tallinn, Estonia"
screenpipe,11916,mediar-ai,127.0.0.1
screenpipe,11916,mediar-ai,"Austin, Texas"
screenpipe,11916,mediar-ai,United Kingdom
RAG_Techniques,11622,NirDiamant,India
RAG_Techniques,11622,NirDiamant,"Park City, UT"
RAG_Techniques,11622,NirDiamant,Poland
RAG_Techniques,11622,NirDiamant,Paris
RAG_Techniques,11622,NirDiamant,"Tokyo, Japan"
h2ogpt,11619,h2oai,College Park
h2ogpt,11619,h2oai,"Los Gatos, CA"
h2ogpt,11619,h2oai,"San Francisco, CA"
h2ogpt,11619,h2oai,Turkey
h2ogpt,11619,h2oai,Sri Lanka
h2ogpt,11619,h2oai,Sri Lanka
h2ogpt,11619,h2oai,Prague
h2ogpt,11619,h2oai,San Diego
h2ogpt,11619,h2oai,"Colombo, Sri Lanka"
h2ogpt,11619,h2oai,Everywhere
h2ogpt,11619,h2oai,Montreal
h2ogpt,11619,h2oai,krakow
h2ogpt,11619,h2oai,France
h2ogpt,11619,h2oai,"Suwon, Korea"
h2ogpt,11619,h2oai,United States
h2ogpt,11619,h2oai,United States
h2ogpt,11619,h2oai,"San Francisco Bay Area, CA, USA"
h2ogpt,11619,h2oai,"Tokyo, Japan"
h2ogpt,11619,h2oai,India
h2ogpt,11619,h2oai,"Sunnyvale, CA"
h2ogpt,11619,h2oai,"Santa Cruz Mountains, CA"
h2ogpt,11619,h2oai,"Hsinchu, Taiwan"
h2ogpt,11619,h2oai,New Jersey
awesome-artificial-intelligence,11495,owainlewis,United Kingdom
awesome-artificial-intelligence,11495,owainlewis,"Bondo, Kenya"
awesome-artificial-intelligence,11495,owainlewis,San Francisco
awesome-artificial-intelligence,11495,owainlewis,United Kingdom
awesome-artificial-intelligence,11495,owainlewis,"Zagreb, Croatia"
awesome-artificial-intelligence,11495,owainlewis,"Rabat, Morocco"
awesome-artificial-intelligence,11495,owainlewis,Brazil
awesome-artificial-intelligence,11495,owainlewis,Shanghai
awesome-artificial-intelligence,11495,owainlewis,Bangalore
awesome-artificial-intelligence,11495,owainlewis,USA
awesome-artificial-intelligence,11495,owainlewis,"Munich, Germany"
awesome-artificial-intelligence,11495,owainlewis,"Bengaluru, Karnataka"
awesome-artificial-intelligence,11495,owainlewis,"Bangalore, India"
awesome-artificial-intelligence,11495,owainlewis,"Budapest, Hungary"
awesome-artificial-intelligence,11495,owainlewis,Montreal
awesome-artificial-intelligence,11495,owainlewis,Munich
awesome-artificial-intelligence,11495,owainlewis,Italy
litgpt,11326,Lightning-AI,Spain
litgpt,11326,Lightning-AI,US
litgpt,11326,Lightning-AI,Switzerland
litgpt,11326,Lightning-AI,"Bergamo, Italy"
litgpt,11326,Lightning-AI,"New York City, NY"
litgpt,11326,Lightning-AI,Munich
litgpt,11326,Lightning-AI,"London, United Kingdom"
litgpt,11326,Lightning-AI,"Seattle, WA"
litgpt,11326,Lightning-AI,"Chicago, IL"
litgpt,11326,Lightning-AI,Prague
litgpt,11326,Lightning-AI,Morocco Benguerir 
litgpt,11326,Lightning-AI,Delhi
litgpt,11326,Lightning-AI,"Berlin, Germany"
litgpt,11326,Lightning-AI,"Vienna, Austria"
litgpt,11326,Lightning-AI,"Utrecht, the Netherlands"
litgpt,11326,Lightning-AI,"Tokyo, Japan"
litgpt,11326,Lightning-AI,NYC
litgpt,11326,Lightning-AI,Hangzhou
litgpt,11326,Lightning-AI,"Berlin, Germany"
litgpt,11326,Lightning-AI,"New York, NY"
litgpt,11326,Lightning-AI,Denmark
activepieces,11191,activepieces,"Amman, Jordan"
activepieces,11191,activepieces,Jordan
activepieces,11191,activepieces,India
activepieces,11191,activepieces,"Cairo, Egypt"
activepieces,11191,activepieces,"Cairo, Egypt"
activepieces,11191,activepieces,Amman
activepieces,11191,activepieces,xxx
activepieces,11191,activepieces,"SF Bay Area, CA"
activepieces,11191,activepieces,Egypt
activepieces,11191,activepieces,Jordan
activepieces,11191,activepieces,"Paris, FR"
activepieces,11191,activepieces,Jordan
activepieces,11191,activepieces,Caen
activepieces,11191,activepieces,"Rojales, Alicante, Spain"
activepieces,11191,activepieces,United kingdom
activepieces,11191,activepieces,"Germany, Koblenz"
activepieces,11191,activepieces,jordan-amman
activepieces,11191,activepieces,Bangalore
plandex,11030,plandex-ai,"San Mateo, CA, USA"
plandex,11030,plandex-ai,Portugal
plandex,11030,plandex-ai,"Spanish Fork, UT"
plandex,11030,plandex-ai,"Germany, Darmstadt"
plandex,11030,plandex-ai,New York
plandex,11030,plandex-ai,Beijing
plandex,11030,plandex-ai,"Seattle, WA"
plandex,11030,plandex-ai,"Tokyo, Japan"
plandex,11030,plandex-ai,Limoges
plandex,11030,plandex-ai,Prague
